Movie,Genre,Runtime,Rating,Votes,Year,Synopsis,Actors,Certificate,Image
Tiana,"Animation, Adventure, Comedy",,,No votes yet,2024–,Tiana continues to explore New Orleans in a musical series.,Anika Noni Rose,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Berserk: The Golden Age Arc - Memorial Edition,"Animation, Action, Adventure",25 min,8.4,"1,103",2022–,"A lone sellsword named Guts gets recruited into a mercenary band and attempts to help the Band's leader, Griffith, on his rise to power.","Takahiro Sakurai, Hiroaki Iwanaga, Toa Yukinari, Shinji Ogawa",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Power Rangers Ninja Steel,"Action, Adventure, Comedy",21 min,5.8,"1,098",2017–2018,A new team of superhuman power rangers must work together and use their new ninja powers to prevent evil from dominating the human race and from destroying the planet earth and the universe,"William Shewfelt, Nico Greetham, Zoë Robins, Peter Adrian Sudarso",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Monsters at Work,"Animation, Adventure, Comedy",22 min,7,"8,070",2021–,Mechanic Tylor Tuskmon has big dreams of working his way up the ranks to the Laugh Floor at Monsters Inc.,"Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Smurfs,"Animation, Adventure, Comedy",30 min,7.2,"20,240",1981–1989,"The Smurfs are tiny blue creatures that live in mushroom houses in a peaceful forest. They repeatedly try to outwit Gargamel, an evil sorcerer, his apprentice, Scruple, and his mangy cat, Azrael.","Céline Montsarrat, Don Messick, Danny Goldman, Lucille Bliss",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Blue Eye Samurai,"Animation, Action, Adventure",,,No votes yet,2023–,A mixed-race master of the sword lives a life in disguise while seeking revenge in Edo-period Japan.,"Alain Uy, Brian Takahashi, Brenda Song, Randall Park",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Yu yu hakusho,"Action, Adventure, Comedy",,,No votes yet,2023–,A delinquent teenager is killed and gets resurrected to serve as an investigator of the supernatural.,"Takumi Kitamura, Kanata Hongô, Jun Shison, Shûhei Uesugi",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dimension 20,"Adventure, Comedy, Fantasy",,9.4,754,2018–,"Heed the call of adventure and enter Dimension 20 where Game Master Brennan Lee Mulligan, joined by comedians and pro gamers, blend comedy with tabletop RPGs.","Brennan Lee Mulligan, Lou Wilson, Siobhan Thompson, Ally Beardsley",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hilda,"Animation, Adventure, Comedy",24 min,8.5,"12,372",2018–,"A fearless blue-haired girl named Hilda leaves the forest to go to town and find new friends, great adventures, magic and mysterious creatures who might be dangerous.","Bella Ramsey, Ameerah Falzon, Oliver Nelson, Daisy Haggard",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Troy: Fall of a City,"Action, Adventure, Fantasy",60 min,4.1,"14,915",2018–,"Retells the story of the 10 year siege of Troy, which occurred in the 12 or 13th century BC.","Louis Hunter, Christiaan Schoombie, Bella Dayne, Chloe Pirrie",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ben 10,"Animation, Short, Action",12 min,2.8,"5,626",2016–2021,Ben 10 is the fifth iteration of the Ben 10 franchise. It serves as a reboot of the television series loosely based upon the original series.,"Tara Strong, Montse Hernandez, David Kaye, Roger Craig Smith",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Disneyland,"Adventure, Drama, Family",120 min,8.4,"2,195",1954–1997,A Disney-produced anthology covering many different genres.,"Walt Disney, Paul Frees, Clarence Nash, Slim Pickens",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Due South,"Adventure, Comedy, Crime",46 min,8.1,"7,355",1994–1999,The adventures of an impossibly upright Royal Canadian Mounted Police constable and his American colleagues in the city of Chicago.,"Paul Gross, Beau Starr, Tony Craig, David Marciano",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Mysterious Benedict Society,"Action, Adventure, Comedy",,7.6,"5,345",2021–2022,"A group of gifted orphans are recruited by an eccentric, benefactor to go on a secret mission.","Tony Hale, Kristen Schaal, MaameYaa Boafo, Ryan Hurst",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Blood & Treasure,"Action, Adventure",60 min,6.8,"6,703",2019–2022,An antiquities expert teams up with an art thief to catch a terrorist who funds his attacks using stolen artifacts.,"Matt Barr, Sofia Pernas, James Callis, Mark Gagliardi",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Kiff,"Animation, Short, Adventure",11 min,7.5,370,2023–,"Follows the adventures of best friends Kiff and Barry, an optimistic squirrel and a mellow bunny.","Kimiko Glenn, Michael Croner, Eric Bauza, Vella Lovell",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Captain Laserhawk: A Blood Dragon Remix,"Animation, Action, Adventure",,,No votes yet,2023–,Plot under wraps. Adaptation of the Ubisoft game.,"Nathaniel Curtis, Boris Hiestand, Mark Ebulué, Adi Shankar",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mako Mermaids,"Adventure, Comedy, Drama",30 min,6.7,"4,497",2013–2016,"A young man is magically turned a merman, and discovers his underwater origins, after he comes in contact with the magic waters at the mysterious Mako Island guarded by a trio of mermaids.","Chai Hansen, Dominic Deutscher, Gemma Forsyth, Rowan Hills",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Infinity Train,"Animation, Short, Action",11 min,8.4,"9,099",I) (2019–2021,"Various people find themselves on a mysterious train with an endless number of cars, each one being its own universe, and they must find a way to get home in this animated anthology series.","Ashley Johnson, Owen Dennis, Jeremy Crutchley, Kirby",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Rise of the Teenage Mutant Ninja Turtles,"Animation, Action, Adventure",22 min,5.7,"5,979",2018–2020,Four mutant turtle brothers go on adventures where they end up tapping into mystic ninja powers.,"Ben Schwartz, Brandon Mychal Smith, Omar Benson Miller, Josh Brener",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Battlestar Galactica,"Action, Adventure, Drama",183 min,8.5,"78,765",2003,"Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for their true home: Earth.","Edward James Olmos, Mary McDonnell, Katee Sackhoff, Jamie Bamber",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Amazing Stories,"Adventure, Comedy, Drama",30 min,7.4,"6,224",1985–1987,"Truly amazing, fantastical, funny, and odd, and sometimes scary, sad, and endearing stories are portrayed. Many famous actors, actresses, and directors made guest appearances.","Charles Durning, Douglas Seale, Louis Giambalvo, Sharon Spelman",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Leyla ile Mecnun,"Adventure, Comedy, Drama",80 min,9.1,"95,391",2011–2023,"It is an unique and heartwarming show follows the extraordinary journey of a couple named Leyla and Mecnun. With Ali Atay portraying Mecnun and Ezgi Asaroglu as Leyla, the series has garnered a massive fan base and critical acclaim.","Ali Atay, Serkan Keskin, Osman Sonant, Ahmet Mümtaz Taylan",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Voyagers!,"Adventure, Family, Sci-Fi",60 min,8,"1,696",1982–1983,A member of a league of time travelers and a boy travel through time repairing errors in world history.,"Jon-Erik Hexum, Meeno Peluce, David Cadiente, Stephen Liska",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Odd Squad,"Action, Adventure, Comedy",27 min,7.2,"1,324",2014–2022,"Geared for children ages 5-8, ""Odd Squad"" follows two young agents, Olive and Otto, who are part of an agency that seeks to save the day using math when odd things happen.","Millie Davis, Sean Michael Kyer, Dalila Bela, Olivia Presti",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Trollhunters,"Animation, Action, Adventure",23 min,8.4,"18,330",2016–2018,"An ordinary boy finds a magic amulet that chooses him to be a Trollhunter, a guardian that defends the world of humans and the secret world of trolls.","Charlie Saxton, Lexi Medrano, Anton Yelchin, Kelsey Grammer",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
RWBY,"Animation, Action, Adventure",13 min,7.7,"7,450",2012–,"Four teenage girls form Team RWBY and train to fight crime and monsters known as the Grimm, while the world of Remnant remains on the brink of an all-out war.","Lindsay Jones, Kara Eberle, Barbara Dunkelman, Arryn Zech",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Poketto monsuta,"Animation, Action, Adventure",24 min,8,319,2023–,"Liko, whose partner Pokémon is Sprigatito, and Roy will encounter many characters during their journey, including a group called the Rising Volt Tacklers.","Minori Suzuki, Megumi Hayashibara, Daiki Yamashita, Taku Yashiro",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The New Batman Adventures,"Animation, Action, Adventure",30 min,8.4,"18,462",1997–1999,"The further and darker adventures of Batman with a new Robin, a closer association with Batgirl and the previous Robin now as Nightwing.","Kevin Conroy, Tara Strong, Mathew Valencia, Efrem Zimbalist Jr.",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Voyage to the Bottom of the Sea,"Adventure, Sci-Fi",52 min,7.2,"4,055",1964–1968,The submarine Seaview is commissioned to investigate the mysteries of the seas. Usually it finds more problems than answers...,"Richard Basehart, David Hedison, Robert Dowdell, Del Monroe",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Bee and PuppyCat,"Animation, Short, Action",7 min,8.2,"3,464",2013–2018,"Bee, an unemployed woman, is living a normal life until a grumpy companion named PuppyCat arrives. Follow Bee and and PuppyCat as they travel between reality and ""Fishbowl Space.""","Allyn Rachel, Kent Osborne, Alexander James Rodriguez, Ashly Burch",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Blake's 7,"Adventure, Drama, Sci-Fi",50 min,8,"4,321",1978–1981,A group of convicts and outcasts fight a guerrilla war against the totalitarian Terran Federation from a highly advanced alien spaceship.,"Michael Keating, Paul Darrow, Peter Tuddenham, Jan Chappell",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
